"kommune","parti","stemmer"
"0101 Halden","Arbeiderpartiet",4841
"0101 Halden","Fremskrittspartiet",2448
"0101 Halden","Høyre",2386
"0101 Halden","Kristelig Folkeparti",2071
"0101 Halden","Senterpartiet",667
"0101 Halden","Sosialistisk Venstreparti",1794
"0101 Halden","Venstre",352
"0101 Halden","Norges Kommunistiske Parti",9
"0101 Halden","Pensjonistpartiet",174
"0101 Halden","Rød valgallianse",120
"0101 Halden","Fedrelandspartiet",14
"0101 Halden","Tverrpolitisk kyst og distriktsparti",8
"0101 Halden","Kystpartiet",71
"0101 Halden","Det Politiske Parti",136
"0101 Halden","Kristent Samlingsparti",38
"0101 Halden","Norsk Folkeparti",5
"0101 Halden","Andre",16
"0104 Moss","Arbeiderpartiet",4024
"0104 Moss","Fremskrittspartiet",2456
"0104 Moss","Høyre",3839
"0104 Moss","Kristelig Folkeparti",1234
"0104 Moss","Senterpartiet",134
"0104 Moss","Sosialistisk Venstreparti",2279
"0104 Moss","Venstre",384
"0104 Moss","Norges Kommunistiske Parti",9
"0104 Moss","Pensjonistpartiet",274
"0104 Moss","Rød valgallianse",171
"0104 Moss","Fedrelandspartiet",21
"0104 Moss","Tverrpolitisk kyst og distriktsparti",15
"0104 Moss","Kystpartiet",80
"0104 Moss","Det Politiske Parti",168
"0104 Moss","Kristent Samlingsparti",24
"0104 Moss","Norsk Folkeparti",6
"0104 Moss","Andre",8
"0105 Sarpsborg","Arbeiderpartiet",9058
"0105 Sarpsborg","Fremskrittspartiet",4690
"0105 Sarpsborg","Høyre",4612
"0105 Sarpsborg","Kristelig Folkeparti",3427
"0105 Sarpsborg","Senterpartiet",888
"0105 Sarpsborg","Sosialistisk Venstreparti",2849
"0105 Sarpsborg","Venstre",540
"0105 Sarpsborg","Norges Kommunistiske Parti",9
"0105 Sarpsborg","Pensjonistpartiet",285
"0105 Sarpsborg","Rød valgallianse",99
"0105 Sarpsborg","Fedrelandspartiet",31
"0105 Sarpsborg","Tverrpolitisk kyst og distriktsparti",24
"0105 Sarpsborg","Kystpartiet",170
"0105 Sarpsborg","Det Politiske Parti",214
"0105 Sarpsborg","Kristent Samlingsparti",88
"0105 Sarpsborg","Norsk Folkeparti",27
"0105 Sarpsborg","Andre",47
"0106 Fredrikstad","Arbeiderpartiet",11271
"0106 Fredrikstad","Fremskrittspartiet",6597
"0106 Fredrikstad","Høyre",7540
"0106 Fredrikstad","Kristelig Folkeparti",4425
"0106 Fredrikstad","Senterpartiet",838
"0106 Fredrikstad","Sosialistisk Venstreparti",4691
"0106 Fredrikstad","Venstre",988
"0106 Fredrikstad","Norges Kommunistiske Parti",58
"0106 Fredrikstad","Pensjonistpartiet",854
"0106 Fredrikstad","Rød valgallianse",212
"0106 Fredrikstad","Fedrelandspartiet",52
"0106 Fredrikstad","Tverrpolitisk kyst og distriktsparti",49
"0106 Fredrikstad","Kystpartiet",202
"0106 Fredrikstad","Det Politiske Parti",355
"0106 Fredrikstad","Kristent Samlingsparti",97
"0106 Fredrikstad","Norsk Folkeparti",32
"0106 Fredrikstad","Andre",54
"0111 Hvaler","Arbeiderpartiet",510
"0111 Hvaler","Fremskrittspartiet",397
"0111 Hvaler","Høyre",524
"0111 Hvaler","Kristelig Folkeparti",206
"0111 Hvaler","Senterpartiet",54
"0111 Hvaler","Sosialistisk Venstreparti",248
"0111 Hvaler","Venstre",63
"0111 Hvaler","Pensjonistpartiet",21
"0111 Hvaler","Rød valgallianse",10
"0111 Hvaler","Fedrelandspartiet",4
"0111 Hvaler","Tverrpolitisk kyst og distriktsparti",3
"0111 Hvaler","Kystpartiet",33
"0111 Hvaler","Det Politiske Parti",22
"0111 Hvaler","Kristent Samlingsparti",4
"0111 Hvaler","Norsk Folkeparti",2
"0118 Aremark","Arbeiderpartiet",190
"0118 Aremark","Fremskrittspartiet",101
"0118 Aremark","Høyre",113
"0118 Aremark","Kristelig Folkeparti",193
"0118 Aremark","Senterpartiet",151
"0118 Aremark","Sosialistisk Venstreparti",67
"0118 Aremark","Venstre",13
"0118 Aremark","Pensjonistpartiet",13
"0118 Aremark","Kystpartiet",3
"0118 Aremark","Det Politiske Parti",3
"0118 Aremark","Kristent Samlingsparti",10
"0118 Aremark","Andre",3
"0119 Marker","Arbeiderpartiet",500
"0119 Marker","Fremskrittspartiet",173
"0119 Marker","Høyre",298
"0119 Marker","Kristelig Folkeparti",456
"0119 Marker","Senterpartiet",297
"0119 Marker","Sosialistisk Venstreparti",125
"0119 Marker","Venstre",35
"0119 Marker","Pensjonistpartiet",11
"0119 Marker","Rød valgallianse",4
"0119 Marker","Fedrelandspartiet",1
"0119 Marker","Tverrpolitisk kyst og distriktsparti",1
"0119 Marker","Kystpartiet",17
"0119 Marker","Det Politiske Parti",12
"0119 Marker","Kristent Samlingsparti",6
"0119 Marker","Norsk Folkeparti",1
"0119 Marker","Andre",1
"0121 Rømskog","Arbeiderpartiet",123
"0121 Rømskog","Fremskrittspartiet",64
"0121 Rømskog","Høyre",30
"0121 Rømskog","Kristelig Folkeparti",140
"0121 Rømskog","Senterpartiet",47
"0121 Rømskog","Sosialistisk Venstreparti",7
"0121 Rømskog","Venstre",1
"0121 Rømskog","Pensjonistpartiet",3
"0121 Rømskog","Fedrelandspartiet",1
"0121 Rømskog","Kystpartiet",1
"0121 Rømskog","Det Politiske Parti",2
"0121 Rømskog","Kristent Samlingsparti",3
"0121 Rømskog","Andre",1
"0122 Trøgstad","Arbeiderpartiet",543
"0122 Trøgstad","Fremskrittspartiet",487
"0122 Trøgstad","Høyre",483
"0122 Trøgstad","Kristelig Folkeparti",461
"0122 Trøgstad","Senterpartiet",450
"0122 Trøgstad","Sosialistisk Venstreparti",189
"0122 Trøgstad","Venstre",61
"0122 Trøgstad","Pensjonistpartiet",19
"0122 Trøgstad","Rød valgallianse",6
"0122 Trøgstad","Fedrelandspartiet",3
"0122 Trøgstad","Tverrpolitisk kyst og distriktsparti",2
"0122 Trøgstad","Kystpartiet",14
"0122 Trøgstad","Det Politiske Parti",34
"0122 Trøgstad","Kristent Samlingsparti",2
"0122 Trøgstad","Andre",4
"0123 Spydeberg","Arbeiderpartiet",528
"0123 Spydeberg","Fremskrittspartiet",428
"0123 Spydeberg","Høyre",561
"0123 Spydeberg","Kristelig Folkeparti",358
"0123 Spydeberg","Senterpartiet",329
"0123 Spydeberg","Sosialistisk Venstreparti",277
"0123 Spydeberg","Venstre",77
"0123 Spydeberg","Norges Kommunistiske Parti",1
"0123 Spydeberg","Pensjonistpartiet",18
"0123 Spydeberg","Rød valgallianse",13
"0123 Spydeberg","Fedrelandspartiet",4
"0123 Spydeberg","Kystpartiet",17
"0123 Spydeberg","Det Politiske Parti",22
"0123 Spydeberg","Kristent Samlingsparti",8
"0123 Spydeberg","Norsk Folkeparti",1
"0124 Askim","Arbeiderpartiet",1685
"0124 Askim","Fremskrittspartiet",1457
"0124 Askim","Høyre",1676
"0124 Askim","Kristelig Folkeparti",786
"0124 Askim","Senterpartiet",280
"0124 Askim","Sosialistisk Venstreparti",897
"0124 Askim","Venstre",270
"0124 Askim","Norges Kommunistiske Parti",1
"0124 Askim","Pensjonistpartiet",70
"0124 Askim","Rød valgallianse",55
"0124 Askim","Fedrelandspartiet",9
"0124 Askim","Tverrpolitisk kyst og distriktsparti",14
"0124 Askim","Kystpartiet",49
"0124 Askim","Det Politiske Parti",88
"0124 Askim","Kristent Samlingsparti",14
"0124 Askim","Norsk Folkeparti",3
"0124 Askim","Andre",8
"0125 Eidsberg","Arbeiderpartiet",1194
"0125 Eidsberg","Fremskrittspartiet",1028
"0125 Eidsberg","Høyre",922
"0125 Eidsberg","Kristelig Folkeparti",810
"0125 Eidsberg","Senterpartiet",579
"0125 Eidsberg","Sosialistisk Venstreparti",459
"0125 Eidsberg","Venstre",175
"0125 Eidsberg","Pensjonistpartiet",37
"0125 Eidsberg","Rød valgallianse",8
"0125 Eidsberg","Fedrelandspartiet",8
"0125 Eidsberg","Tverrpolitisk kyst og distriktsparti",4
"0125 Eidsberg","Kystpartiet",26
"0125 Eidsberg","Det Politiske Parti",51
"0125 Eidsberg","Kristent Samlingsparti",20
"0125 Eidsberg","Norsk Folkeparti",2
"0125 Eidsberg","Andre",5
"0127 Skiptvet","Arbeiderpartiet",380
"0127 Skiptvet","Fremskrittspartiet",298
"0127 Skiptvet","Høyre",260
"0127 Skiptvet","Kristelig Folkeparti",275
"0127 Skiptvet","Senterpartiet",275
"0127 Skiptvet","Sosialistisk Venstreparti",145
"0127 Skiptvet","Venstre",60
"0127 Skiptvet","Norges Kommunistiske Parti",2
"0127 Skiptvet","Pensjonistpartiet",7
"0127 Skiptvet","Rød valgallianse",4
"0127 Skiptvet","Fedrelandspartiet",1
"0127 Skiptvet","Tverrpolitisk kyst og distriktsparti",2
"0127 Skiptvet","Kystpartiet",12
"0127 Skiptvet","Det Politiske Parti",15
"0127 Skiptvet","Kristent Samlingsparti",7
"0127 Skiptvet","Norsk Folkeparti",4
"0127 Skiptvet","Andre",3
"0128 Rakkestad","Arbeiderpartiet",820
"0128 Rakkestad","Fremskrittspartiet",531
"0128 Rakkestad","Høyre",522
"0128 Rakkestad","Kristelig Folkeparti",890
"0128 Rakkestad","Senterpartiet",695
"0128 Rakkestad","Sosialistisk Venstreparti",285
"0128 Rakkestad","Venstre",73
"0128 Rakkestad","Norges Kommunistiske Parti",2
"0128 Rakkestad","Pensjonistpartiet",34
"0128 Rakkestad","Rød valgallianse",10
"0128 Rakkestad","Fedrelandspartiet",2
"0128 Rakkestad","Kystpartiet",18
"0128 Rakkestad","Det Politiske Parti",35
"0128 Rakkestad","Kristent Samlingsparti",28
"0128 Rakkestad","Norsk Folkeparti",2
"0128 Rakkestad","Andre",3
"0135 Råde","Arbeiderpartiet",808
"0135 Råde","Fremskrittspartiet",713
"0135 Råde","Høyre",737
"0135 Råde","Kristelig Folkeparti",674
"0135 Råde","Senterpartiet",269
"0135 Råde","Sosialistisk Venstreparti",295
"0135 Råde","Venstre",82
"0135 Råde","Norges Kommunistiske Parti",1
"0135 Råde","Pensjonistpartiet",39
"0135 Råde","Rød valgallianse",8
"0135 Råde","Fedrelandspartiet",5
"0135 Råde","Tverrpolitisk kyst og distriktsparti",5
"0135 Råde","Kystpartiet",29
"0135 Råde","Det Politiske Parti",21
"0135 Råde","Kristent Samlingsparti",15
"0135 Råde","Norsk Folkeparti",1
"0135 Råde","Andre",9
"0136 Rygge","Arbeiderpartiet",1853
"0136 Rygge","Fremskrittspartiet",1381
"0136 Rygge","Høyre",1992
"0136 Rygge","Kristelig Folkeparti",739
"0136 Rygge","Senterpartiet",259
"0136 Rygge","Sosialistisk Venstreparti",949
"0136 Rygge","Venstre",168
"0136 Rygge","Norges Kommunistiske Parti",2
"0136 Rygge","Pensjonistpartiet",76
"0136 Rygge","Rød valgallianse",31
"0136 Rygge","Fedrelandspartiet",4
"0136 Rygge","Tverrpolitisk kyst og distriktsparti",2
"0136 Rygge","Kystpartiet",45
"0136 Rygge","Det Politiske Parti",60
"0136 Rygge","Kristent Samlingsparti",18
"0136 Rygge","Norsk Folkeparti",5
"0136 Rygge","Andre",8
"0137 Våler (Østf.)","Arbeiderpartiet",367
"0137 Våler (Østf.)","Fremskrittspartiet",369
"0137 Våler (Østf.)","Høyre",530
"0137 Våler (Østf.)","Kristelig Folkeparti",311
"0137 Våler (Østf.)","Senterpartiet",236
"0137 Våler (Østf.)","Sosialistisk Venstreparti",211
"0137 Våler (Østf.)","Venstre",51
"0137 Våler (Østf.)","Norges Kommunistiske Parti",4
"0137 Våler (Østf.)","Pensjonistpartiet",18
"0137 Våler (Østf.)","Rød valgallianse",6
"0137 Våler (Østf.)","Fedrelandspartiet",2
"0137 Våler (Østf.)","Tverrpolitisk kyst og distriktsparti",7
"0137 Våler (Østf.)","Kystpartiet",23
"0137 Våler (Østf.)","Det Politiske Parti",18
"0137 Våler (Østf.)","Kristent Samlingsparti",9
"0137 Våler (Østf.)","Norsk Folkeparti",1
"0137 Våler (Østf.)","Andre",2
"0138 Hobøl","Arbeiderpartiet",496
"0138 Hobøl","Fremskrittspartiet",468
"0138 Hobøl","Høyre",489
"0138 Hobøl","Kristelig Folkeparti",334
"0138 Hobøl","Senterpartiet",241
"0138 Hobøl","Sosialistisk Venstreparti",256
"0138 Hobøl","Venstre",108
"0138 Hobøl","Norges Kommunistiske Parti",1
"0138 Hobøl","Pensjonistpartiet",18
"0138 Hobøl","Rød valgallianse",19
"0138 Hobøl","Fedrelandspartiet",4
"0138 Hobøl","Kystpartiet",12
"0138 Hobøl","Det Politiske Parti",36
"0138 Hobøl","Kristent Samlingsparti",6
"0138 Hobøl","Norsk Folkeparti",5
"0138 Hobøl","Andre",7
"0211 Vestby","Arbeiderpartiet",1624
"0211 Vestby","Fremskrittspartiet",1072
"0211 Vestby","Høyre",1999
"0211 Vestby","Kristelig Folkeparti",539
"0211 Vestby","Senterpartiet",319
"0211 Vestby","Sosialistisk Venstreparti",860
"0211 Vestby","Venstre",244
"0211 Vestby","Miljøpartiet de Grønne",21
"0211 Vestby","Norges Kommunistiske Parti",4
"0211 Vestby","Pensjonistpartiet",56
"0211 Vestby","Rød valgallianse",57
"0211 Vestby","Fedrelandspartiet",6
"0211 Vestby","Tverrpolitisk kyst og distriktsparti",5
"0211 Vestby","Kystpartiet",52
"0211 Vestby","Kristent Samlingsparti",9
"0211 Vestby","Norsk Folkeparti",2
"0213 Ski","Arbeiderpartiet",3397
"0213 Ski","Fremskrittspartiet",2180
"0213 Ski","Høyre",4337
"0213 Ski","Kristelig Folkeparti",1279
"0213 Ski","Senterpartiet",397
"0213 Ski","Sosialistisk Venstreparti",2104
"0213 Ski","Venstre",582
"0213 Ski","Miljøpartiet de Grønne",32
"0213 Ski","Norges Kommunistiske Parti",10
"0213 Ski","Pensjonistpartiet",190
"0213 Ski","Rød valgallianse",110
"0213 Ski","Fedrelandspartiet",9
"0213 Ski","Tverrpolitisk kyst og distriktsparti",8
"0213 Ski","Kystpartiet",77
"0213 Ski","Kristent Samlingsparti",16
"0213 Ski","Norsk Folkeparti",12
"0214 Ås","Arbeiderpartiet",1636
"0214 Ås","Fremskrittspartiet",939
"0214 Ås","Høyre",1758
"0214 Ås","Kristelig Folkeparti",777
"0214 Ås","Senterpartiet",694
"0214 Ås","Sosialistisk Venstreparti",1194
"0214 Ås","Venstre",436
"0214 Ås","Miljøpartiet de Grønne",25
"0214 Ås","Norges Kommunistiske Parti",6
"0214 Ås","Pensjonistpartiet",54
"0214 Ås","Rød valgallianse",84
"0214 Ås","Fedrelandspartiet",8
"0214 Ås","Tverrpolitisk kyst og distriktsparti",1
"0214 Ås","Kystpartiet",40
"0214 Ås","Kristent Samlingsparti",9
"0214 Ås","Norsk Folkeparti",7
"0215 Frogn","Arbeiderpartiet",1492
"0215 Frogn","Fremskrittspartiet",1062
"0215 Frogn","Høyre",2720
"0215 Frogn","Kristelig Folkeparti",481
"0215 Frogn","Senterpartiet",201
"0215 Frogn","Sosialistisk Venstreparti",884
"0215 Frogn","Venstre",406
"0215 Frogn","Miljøpartiet de Grønne",14
"0215 Frogn","Norges Kommunistiske Parti",4
"0215 Frogn","Pensjonistpartiet",105
"0215 Frogn","Rød valgallianse",37
"0215 Frogn","Fedrelandspartiet",3
